Country,Date,Total Cases,Deaths,Recovered,Active Cases
Montenegro,2020-03-27,82,1,0,81
Montenegro,2020-03-28,84,1,0,83
Montenegro,2020-03-29,85,2,0,83
Montenegro,2020-03-30,91,2,0,89
Montenegro,2020-03-31,109,2,0,107
Montenegro,2020-04-01,123,2,0,121
Montenegro,2020-04-02,140,2,0,138
Montenegro,2020-04-03,174,2,1,171
Montenegro,2020-04-04,201,2,1,198
Montenegro,2020-04-05,214,2,1,211
Montenegro,2020-04-06,233,2,1,230
Montenegro,2020-04-07,241,2,4,235
Montenegro,2020-04-08,248,2,4,242
Montenegro,2020-04-09,252,2,4,246
Montenegro,2020-04-10,255,2,5,248
Montenegro,2020-04-11,263,2,5,256
Montenegro,2020-04-12,272,3,5,264
Montenegro,2020-04-13,274,3,5,266
Montenegro,2020-04-14,283,4,46,233
Montenegro,2020-04-15,288,4,55,229
Montenegro,2020-04-16,303,4,55,244
Montenegro,2020-04-17,288,4,55,229
Montenegro,2020-04-18,307,4,55,248
Montenegro,2020-04-19,308,4,55,249
Isle of Man,2020-03-19,1,0,0,1
Isle of Man,2020-03-20,2,0,0,2
Isle of Man,2020-03-21,2,0,0,2
Isle of Man,2020-03-22,5,0,0,5
Isle of Man,2020-03-23,13,0,0,13
Isle of Man,2020-03-24,23,0,0,23
Isle of Man,2020-03-25,23,0,0,23
Isle of Man,2020-03-26,26,0,0,26
Isle of Man,2020-03-27,29,0,0,29
Isle of Man,2020-03-28,32,0,0,32
Isle of Man,2020-03-29,42,0,0,42
Isle of Man,2020-03-30,49,0,0,49
Isle of Man,2020-03-31,60,0,0,60
Isle of Man,2020-04-01,68,1,0,67
Isle of Man,2020-04-02,95,1,0,94
Isle of Man,2020-04-03,114,1,0,113
Isle of Man,2020-04-04,126,1,0,125
Isle of Man,2020-04-05,127,1,0,126
Isle of Man,2020-04-06,139,1,55,83
Isle of Man,2020-04-07,150,1,73,76
Isle of Man,2020-04-08,158,1,82,75
Isle of Man,2020-04-09,190,1,92,97
Isle of Man,2020-04-10,201,1,103,97
Isle of Man,2020-04-11,226,2,112,112
Isle of Man,2020-04-12,228,2,129,97
Isle of Man,2020-04-13,242,2,132,108
Isle of Man,2020-04-14,254,2,141,111
Isle of Man,2020-04-15,258,4,151,103
Isle of Man,2020-04-16,284,4,154,126
Isle of Man,2020-04-17,291,4,169,118
Isle of Man,2020-04-18,297,6,180,111
Isle of Man,2020-04-19,298,6,193,99
Isle of Man,2020-04-20,300,9,200,91
Mayotte,2020-04-20,284,4,17,263
Sri Lanka,2020-01-28,1,0,0,1
Sri Lanka,2020-01-29,1,0,0,1
Sri Lanka,2020-01-30,1,0,0,1
Sri Lanka,2020-01-31,1,0,0,1
Sri Lanka,2020-02-01,1,0,0,1
Sri Lanka,2020-02-02,1,0,0,1
Sri Lanka,2020-02-03,1,0,0,1
Sri Lanka,2020-02-04,1,0,0,1
Sri Lanka,2020-02-05,1,0,0,1
Sri Lanka,2020-02-06,1,0,0,1
Sri Lanka,2020-02-07,1,0,0,1
Sri Lanka,2020-02-08,1,0,0,1
Sri Lanka,2020-02-09,1,0,0,1
Sri Lanka,2020-02-10,1,0,0,1
Sri Lanka,2020-02-11,1,0,0,1
Sri Lanka,2020-03-12,2,0,1,1
Sri Lanka,2020-03-13,3,0,1,2
Sri Lanka,2020-03-14,6,0,1,5
Sri Lanka,2020-03-15,11,0,1,10
Sri Lanka,2020-03-16,19,0,1,18
Sri Lanka,2020-03-17,29,0,1,28
Sri Lanka,2020-03-18,42,0,1,41
Sri Lanka,2020-03-19,53,0,1,52
Sri Lanka,2020-03-20,66,0,1,65
Sri Lanka,2020-03-21,72,0,1,71
Sri Lanka,2020-03-22,78,0,1,77
Sri Lanka,2020-03-23,87,0,1,86
Sri Lanka,2020-03-24,97,0,1,96
Sri Lanka,2020-03-25,102,0,2,100
Sri Lanka,2020-03-26,102,0,3,99
Sri Lanka,2020-03-27,106,0,6,100
Sri Lanka,2020-03-28,106,0,9,97
Sri Lanka,2020-03-29,115,1,9,105
Sri Lanka,2020-03-30,117,1,11,105
Sri Lanka,2020-03-31,122,2,16,104
Sri Lanka,2020-04-01,143,2,18,123
Sri Lanka,2020-04-02,148,3,21,124
Sri Lanka,2020-04-03,151,4,22,125
Sri Lanka,2020-04-04,159,5,25,129
Sri Lanka,2020-04-05,166,5,29,132
Sri Lanka,2020-04-06,176,5,34,137
Sri Lanka,2020-04-07,180,6,42,132
Sri Lanka,2020-04-08,186,6,42,138
Sri Lanka,2020-04-09,189,7,47,135
Sri Lanka,2020-04-10,190,7,49,134
Sri Lanka,2020-04-11,197,7,54,136
Sri Lanka,2020-04-12,199,7,55,137
Sri Lanka,2020-04-13,210,7,56,147
Sri Lanka,2020-04-14,218,7,59,152
Sri Lanka,2020-04-15,233,7,63,163
Sri Lanka,2020-04-16,238,7,65,166
Sri Lanka,2020-04-17,238,7,70,161
Sri Lanka,2020-04-18,244,7,77,160
Sri Lanka,2020-04-19,254,7,91,156
Sri Lanka,2020-04-20,271,7,97,167
Sri Lanka,2020-04-21,304,7,98,199
Kenya,2020-03-13,1,0,0,1
Kenya,2020-03-14,1,0,0,1
Kenya,2020-03-15,1,0,0,1
Kenya,2020-03-16,3,0,0,3
Kenya,2020-03-17,3,0,0,3
Kenya,2020-03-18,7,0,0,7
Kenya,2020-03-19,7,0,0,7
Kenya,2020-03-20,7,0,0,7
Kenya,2020-03-21,7,0,0,7
Kenya,2020-03-22,15,0,0,15
Kenya,2020-03-23,16,0,0,16
Kenya,2020-03-24,25,0,0,25
Kenya,2020-03-25,28,0,1,27
Kenya,2020-03-26,31,1,1,29
Kenya,2020-03-27,31,1,1,29
Kenya,2020-03-28,38,1,1,36
Kenya,2020-03-29,42,1,1,40
Kenya,2020-03-30,50,1,1,48
Kenya,2020-03-31,59,1,1,57
Kenya,2020-04-01,81,1,3,77
Kenya,2020-04-02,110,3,4,103
Kenya,2020-04-03,122,3,4,115
Kenya,2020-04-04,126,3,4,119
Kenya,2020-04-05,142,6,4,132
Kenya,2020-04-06,158,6,4,148
Kenya,2020-04-07,172,6,7,159
Kenya,2020-04-08,179,6,9,164
Kenya,2020-04-09,184,7,12,165
Kenya,2020-04-10,189,7,22,160
Kenya,2020-04-11,191,7,24,160
Kenya,2020-04-12,197,8,25,164
Kenya,2020-04-13,208,9,40,159
Kenya,2020-04-14,225,9,53,163
Kenya,2020-04-16,234,11,53,170
Kenya,2020-04-17,246,11,53,182
Kenya,2020-04-18,262,13,60,189
Kenya,2020-04-19,270,14,67,189
Kenya,2020-04-20,281,14,69,198
Vietnam,2020-01-23,2,0,0,2
Vietnam,2020-01-24,2,0,0,2
Vietnam,2020-01-25,2,0,0,2
Vietnam,2020-01-26,2,0,0,2
Vietnam,2020-01-27,2,0,0,2
Vietnam,2020-01-28,2,0,0,2
Vietnam,2020-01-29,2,0,0,2
Vietnam,2020-01-30,2,0,0,2
Vietnam,2020-01-31,5,0,0,5
Vietnam,2020-02-01,6,0,0,6
Vietnam,2020-02-02,7,0,0,7
Vietnam,2020-02-03,8,0,0,8
Vietnam,2020-02-04,10,0,0,10
Vietnam,2020-02-05,10,0,0,10
Vietnam,2020-02-06,12,0,0,12
Vietnam,2020-02-07,13,0,0,13
Vietnam,2020-02-08,13,0,0,13
Vietnam,2020-02-09,14,0,0,14
Vietnam,2020-02-10,14,0,0,14
Vietnam,2020-02-11,15,0,0,15
Vietnam,2020-02-12,15,0,1,14
Vietnam,2020-02-13,16,0,1,15
Vietnam,2020-02-14,16,0,1,15
Vietnam,2020-02-15,16,0,1,15
Vietnam,2020-02-16,16,0,1,15
Vietnam,2020-02-17,16,0,2,14
Vietnam,2020-02-18,16,0,3,13
Vietnam,2020-02-19,16,0,3,13
Vietnam,2020-02-20,16,0,3,13
Vietnam,2020-02-21,16,0,3,13
Vietnam,2020-02-22,16,0,3,13
Vietnam,2020-02-23,16,0,3,13
Vietnam,2020-02-24,16,0,6,10
Vietnam,2020-02-25,16,0,6,10
Vietnam,2020-02-26,16,0,7,9
Vietnam,2020-02-27,16,0,7,9
Vietnam,2020-02-28,16,0,7,9
Vietnam,2020-02-29,16,0,11,5
Vietnam,2020-03-01,16,0,14,2
Vietnam,2020-03-02,16,0,15,1
Vietnam,2020-03-03,16,0,15,1
Vietnam,2020-03-04,16,0,16,0
Vietnam,2020-03-05,16,0,16,0
Vietnam,2020-03-06,17,0,16,1
Vietnam,2020-03-07,20,0,16,4
Vietnam,2020-03-08,30,0,16,14
Vietnam,2020-03-09,31,0,16,15
Vietnam,2020-03-10,34,0,16,18
Vietnam,2020-03-11,38,0,16,22
Vietnam,2020-03-12,44,0,16,28
Vietnam,2020-03-13,47,0,16,31
Vietnam,2020-03-14,53,0,16,37
Vietnam,2020-03-15,57,0,16,41
Vietnam,2020-03-16,61,0,16,45
Vietnam,2020-03-17,66,0,16,50
Vietnam,2020-03-18,76,0,16,60
Vietnam,2020-03-19,85,0,16,69
Vietnam,2020-03-20,91,0,17,74
Vietnam,2020-03-21,94,0,17,77
Vietnam,2020-03-22,113,0,17,96
Vietnam,2020-03-23,123,0,17,106
Vietnam,2020-03-24,134,0,17,117
Vietnam,2020-03-25,141,0,17,124
Vietnam,2020-03-26,153,0,17,136
Vietnam,2020-03-27,163,0,20,143
Vietnam,2020-03-28,174,0,21,153
Vietnam,2020-03-29,188,0,25,163
Vietnam,2020-03-30,203,0,55,148
Vietnam,2020-03-31,207,0,58,149
Vietnam,2020-04-01,218,0,63,155
Vietnam,2020-04-02,227,0,75,152
Vietnam,2020-04-03,237,0,85,152
Vietnam,2020-04-04,240,0,90,150
Vietnam,2020-04-05,241,0,91,150
Vietnam,2020-04-06,245,0,95,150
Vietnam,2020-04-07,249,0,122,127
Vietnam,2020-04-08,251,0,126,125
Vietnam,2020-04-09,255,0,128,127
Vietnam,2020-04-10,257,0,144,113
Vietnam,2020-04-11,258,0,144,114
Vietnam,2020-04-12,260,0,144,116
Vietnam,2020-04-13,265,0,145,120
Vietnam,2020-04-14,266,0,169,97
Vietnam,2020-04-15,267,0,171,96
Vietnam,2020-04-16,268,0,177,91
Vietnam,2020-04-17,268,0,198,70
Vietnam,2020-04-18,268,0,201,67
Vietnam,2020-04-19,268,0,202,66
Vietnam,2020-04-20,268,0,214,54
Vietnam,2020-04-21,268,0,215,53
Guatemala,2020-04-20,289,7,22,260
Venezuela,2020-03-13,2,0,0,2
Venezuela,2020-03-14,10,0,0,10
Venezuela,2020-03-15,17,0,0,17
Venezuela,2020-03-16,33,0,0,33
Venezuela,2020-03-17,36,0,0,36
Venezuela,2020-03-18,36,0,0,36
Venezuela,2020-03-19,42,0,0,42
Venezuela,2020-03-20,70,0,0,70
Venezuela,2020-03-21,77,0,15,62
Venezuela,2020-03-22,84,0,15,69
Venezuela,2020-03-23,91,0,15,76
Venezuela,2020-03-24,106,0,15,91
Venezuela,2020-03-25,107,0,15,92
Venezuela,2020-03-26,113,1,31,81
Venezuela,2020-03-27,119,2,39,78
Venezuela,2020-03-28,129,2,39,88
Venezuela,2020-03-29,135,3,39,93
Venezuela,2020-03-30,143,3,39,101
Venezuela,2020-03-31,144,3,41,100
Venezuela,2020-04-01,146,3,43,100
Venezuela,2020-04-02,153,5,43,105
Venezuela,2020-04-03,155,7,52,96
Venezuela,2020-04-04,159,7,52,100
Venezuela,2020-04-05,165,7,52,106
Venezuela,2020-04-06,166,7,65,94
Venezuela,2020-04-07,167,7,65,95
Venezuela,2020-04-08,171,9,65,97
Venezuela,2020-04-09,175,9,84,82
Venezuela,2020-04-10,175,9,84,82
Venezuela,2020-04-11,181,9,93,79
Venezuela,2020-04-12,189,9,93,87
Venezuela,2020-04-13,193,9,110,74
Venezuela,2020-04-14,197,9,111,77
Venezuela,2020-04-15,204,9,111,84
Venezuela,2020-04-16,227,9,111,107
Venezuela,2020-04-17,227,9,113,105
Venezuela,2020-04-18,227,9,117,101
Venezuela,2020-04-19,256,9,117,130
Venezuela,2020-04-20,285,9,117,159
Tanzania,2020-03-16,1,0,0,1
Tanzania,2020-03-17,1,0,0,1
Tanzania,2020-03-18,3,0,0,3
Tanzania,2020-03-19,6,0,0,6
Tanzania,2020-03-20,6,0,0,6
Tanzania,2020-03-21,6,0,0,6
Tanzania,2020-03-22,12,0,0,12
Tanzania,2020-03-23,12,0,0,12
Tanzania,2020-03-24,12,0,0,12
Tanzania,2020-03-25,13,0,0,13
Tanzania,2020-03-26,13,0,1,12
Tanzania,2020-03-27,13,0,1,12
Tanzania,2020-03-28,14,0,1,13
Tanzania,2020-03-29,14,0,1,13
Tanzania,2020-03-30,19,0,1,18
Tanzania,2020-03-31,19,1,1,17
Tanzania,2020-04-01,20,1,2,17
Tanzania,2020-04-02,20,1,2,17
Tanzania,2020-04-03,20,1,3,16
Tanzania,2020-04-04,20,1,3,16
Tanzania,2020-04-05,22,1,3,18
Tanzania,2020-04-06,24,1,3,20
Tanzania,2020-04-07,24,1,5,18
Tanzania,2020-04-08,25,1,5,19
Tanzania,2020-04-09,25,1,5,19
Tanzania,2020-04-10,32,3,5,24
Tanzania,2020-04-11,32,3,5,24
Tanzania,2020-04-12,32,3,5,24
Tanzania,2020-04-13,49,3,7,39
Tanzania,2020-04-14,53,3,7,43
Tanzania,2020-04-15,88,4,11,73
Tanzania,2020-04-16,94,4,11,79
Tanzania,2020-04-17,147,5,11,131
Jersey,2020-03-10,1,0,0,1
Jersey,2020-03-11,2,0,0,2
Jersey,2020-03-12,2,0,0,2
Jersey,2020-03-13,2,0,0,2
Jersey,2020-03-14,2,0,0,2
Jersey,2020-03-15,2,0,0,2
Jersey,2020-03-16,5,0,0,5
Jersey,2020-03-17,5,0,0,5
Jersey,2020-03-18,6,0,0,6
Jersey,2020-03-19,10,0,0,10
Jersey,2020-03-20,12,0,0,12
Jersey,2020-03-21,15,0,0,15
Jersey,2020-03-22,15,0,0,15
Jersey,2020-03-23,16,0,0,16
Jersey,2020-03-24,16,0,0,16
Jersey,2020-03-24,16,0,0,16
Jersey,2020-03-26,32,1,0,31
Jersey,2020-03-27,52,1,0,51
Jersey,2020-03-28,61,1,0,60
Jersey,2020-03-29,63,2,0,61
Jersey,2020-03-30,81,2,0,79
Jersey,2020-03-31,81,2,0,79
Jersey,2020-04-02,96,2,0,94
Jersey,2020-04-03,118,2,0,116
Jersey,2020-04-04,126,3,0,123
Jersey,2020-04-05,155,3,0,152
Jersey,2020-04-06,169,3,0,166
Jersey,2020-04-07,170,3,0,167
Jersey,2020-04-08,170,3,0,167
Jersey,2020-04-09,183,3,0,180
Jersey,2020-04-10,198,3,0,195
Jersey,2020-04-11,198,3,0,195
Jersey,2020-04-12,213,3,0,210
Jersey,2020-04-13,217,3,0,214
Jersey,2020-04-14,217,6,0,211
Jersey,2020-04-15,219,7,0,212
Jersey,2020-04-16,223,10,0,213
Jersey,2020-04-17,234,11,0,223
Jersey,2020-04-18,245,12,0,233
Jersey,2020-04-19,249,12,0,237
Jersey,2020-04-20,249,14,118,117
Mali,2020-03-25,1,0,0,1
Mali,2020-03-26,3,0,0,3
Mali,2020-03-27,10,0,0,10
Mali,2020-03-28,18,1,0,17
Mali,2020-03-29,18,1,0,17
Mali,2020-03-30,25,2,0,23
Mali,2020-03-31,28,2,0,26
Mali,2020-04-01,31,3,0,28
Mali,2020-04-02,36,3,0,33
Mali,2020-04-03,39,3,0,36
Mali,2020-04-04,41,3,0,38
Mali,2020-04-05,45,5,0,40
Mali,2020-04-06,47,5,9,33
Mali,2020-04-07,56,5,12,39
Mali,2020-04-08,59,7,16,36
Mali,2020-04-09,74,7,22,45
Mali,2020-04-10,87,7,22,58
Mali,2020-04-11,87,7,22,58
Mali,2020-04-12,105,9,22,74
Mali,2020-04-13,123,10,26,87
Mali,2020-04-14,144,13,34,97
Mali,2020-04-15,148,13,34,101
Mali,2020-04-16,171,13,34,124
Mali,2020-04-17,171,13,34,124
Mali,2020-04-18,190,13,34,143
Mali,2020-04-19,224,14,34,176
Mali,2020-04-20,246,14,56,176
Guernsey,2020-03-09,1,0,0,1
Guernsey,2020-03-10,1,0,0,1
Guernsey,2020-03-11,1,0,0,1
Guernsey,2020-03-12,1,0,0,1
Guernsey,2020-03-13,1,0,0,1
Guernsey,2020-03-14,1,0,0,1
Guernsey,2020-03-15,1,0,0,1
Guernsey,2020-03-16,1,0,0,1
Guernsey,2020-03-17,1,0,0,1
Guernsey,2020-03-18,1,0,0,1
Guernsey,2020-03-19,1,0,0,1
Guernsey,2020-03-20,2,0,0,2
Guernsey,2020-03-21,17,0,0,17
Guernsey,2020-03-22,20,0,0,20
Guernsey,2020-03-23,20,0,0,20
Guernsey,2020-03-24,23,0,0,23
Guernsey,2020-03-25,30,0,0,30
Guernsey,2020-03-26,34,0,0,34
Guernsey,2020-03-27,36,0,0,36
Guernsey,2020-03-28,39,0,0,39
Guernsey,2020-03-29,45,0,0,45
Guernsey,2020-03-30,60,0,0,60
Guernsey,2020-03-31,78,1,0,77
Guernsey,2020-04-01,91,1,0,90
Guernsey,2020-04-02,97,1,0,96
Guernsey,2020-04-03,114,2,13,99
Guernsey,2020-04-04,136,2,15,119
Guernsey,2020-04-05,154,3,27,124
Guernsey,2020-04-06,165,4,28,133
Guernsey,2020-04-07,166,4,34,128
Guernsey,2020-04-08,181,5,38,138
Guernsey,2020-04-09,191,5,40,146
Guernsey,2020-04-10,200,6,42,152
Guernsey,2020-04-11,209,6,48,155
Guernsey,2020-04-12,218,6,48,164
Guernsey,2020-04-13,219,6,53,160
Guernsey,2020-04-14,223,7,53,163
Guernsey,2020-04-15,228,8,69,151
Guernsey,2020-04-16,234,9,73,152
Guernsey,2020-04-17,236,9,82,145
Guernsey,2020-04-18,239,9,87,143
Guernsey,2020-04-19,239,9,97,133
Guernsey,2020-04-20,239,10,112,117
Somalia,2020-04-20,237,8,4,225
Jamaica,2020-03-10,1,0,0,1
Jamaica,2020-03-11,2,0,0,2
Jamaica,2020-03-12,2,0,0,2
Jamaica,2020-03-13,8,0,0,8
Jamaica,2020-03-14,8,0,0,8
Jamaica,2020-03-15,10,0,0,10
Jamaica,2020-03-16,12,0,0,12
Jamaica,2020-03-17,13,0,0,13
Jamaica,2020-03-18,15,1,0,14
Jamaica,2020-03-19,16,1,0,15
Jamaica,2020-03-20,19,1,0,18
Jamaica,2020-03-21,19,1,0,18
Jamaica,2020-03-22,19,1,0,18
Jamaica,2020-03-23,21,1,0,20
Jamaica,2020-03-24,25,1,0,24
Jamaica,2020-03-25,26,1,0,25
Jamaica,2020-03-26,26,1,0,25
Jamaica,2020-03-27,30,1,0,29
Jamaica,2020-03-28,32,1,0,31
Jamaica,2020-03-29,36,1,1,34
Jamaica,2020-03-30,36,1,1,34
Jamaica,2020-03-31,38,2,2,34
Jamaica,2020-04-01,44,3,2,39
Jamaica,2020-04-02,47,3,2,42
Jamaica,2020-04-03,53,3,7,43
Jamaica,2020-04-04,55,3,8,44
Jamaica,2020-04-05,58,3,8,47
Jamaica,2020-04-06,59,3,8,48
Jamaica,2020-04-07,63,3,10,50
Jamaica,2020-04-08,63,4,12,47
Jamaica,2020-04-09,63,4,13,46
Jamaica,2020-04-10,65,4,13,48
Jamaica,2020-04-11,69,4,13,52
Jamaica,2020-04-12,72,4,16,52
Jamaica,2020-04-13,73,4,19,50
Jamaica,2020-04-14,105,5,21,79
Jamaica,2020-04-15,125,5,23,97
Jamaica,2020-04-16,143,5,25,113
Jamaica,2020-04-17,163,5,25,133
Jamaica,2020-04-18,173,5,27,141
Jamaica,2020-04-19,196,5,27,164
Jamaica,2020-04-20,223,5,27,191
El Salvador,2020-03-18,1,0,0,1
El Salvador,2020-03-19,1,0,0,1
El Salvador,2020-03-20,3,0,0,3
El Salvador,2020-03-21,3,0,0,3
El Salvador,2020-03-21,3,0,0,3
El Salvador,2020-03-23,5,0,0,5
El Salvador,2020-03-24,9,0,0,9
El Salvador,2020-03-25,13,0,0,13
El Salvador,2020-03-26,13,0,0,13
El Salvador,2020-03-27,19,0,0,19
El Salvador,2020-03-28,24,0,0,24
El Salvador,2020-03-29,30,0,0,30
El Salvador,2020-03-30,32,0,0,32
El Salvador,2020-03-31,32,1,0,31
El Salvador,2020-04-01,41,2,0,39
El Salvador,2020-04-02,46,2,0,44
El Salvador,2020-04-03,56,3,0,53
El Salvador,2020-04-04,62,3,2,57
El Salvador,2020-04-05,69,3,2,64
El Salvador,2020-04-06,78,4,5,69
El Salvador,2020-04-07,93,5,9,79
El Salvador,2020-04-08,103,5,10,88
El Salvador,2020-04-09,117,6,15,96
El Salvador,2020-04-10,118,6,19,93
El Salvador,2020-04-11,125,6,21,98
El Salvador,2020-04-12,137,6,22,109
El Salvador,2020-04-13,149,6,25,118
El Salvador,2020-04-14,159,6,30,123
El Salvador,2020-04-15,164,6,33,125
El Salvador,2020-04-16,177,7,38,132
El Salvador,2020-04-17,190,7,43,140
El Salvador,2020-04-18,201,7,44,150
El Salvador,2020-04-19,218,7,46,165
El Salvador,2020-04-20,225,7,48,170
Paraguay,2020-03-07,1,0,0,1
Paraguay,2020-03-08,1,0,0,1
Paraguay,2020-03-09,1,0,0,1
Paraguay,2020-03-10,5,0,0,5
Paraguay,2020-03-11,5,0,0,5
Paraguay,2020-03-12,6,0,0,6
Paraguay,2020-03-13,7,0,0,7
Paraguay,2020-03-14,7,0,0,7
Paraguay,2020-03-15,8,0,0,8
Paraguay,2020-03-16,9,0,0,9
Paraguay,2020-03-17,11,0,0,11
Paraguay,2020-03-18,11,0,0,11
Paraguay,2020-03-19,13,0,0,13
Paraguay,2020-03-20,18,1,0,17
Paraguay,2020-03-21,22,1,0,21
Paraguay,2020-03-22,22,1,0,21
Paraguay,2020-03-23,27,2,0,25
Paraguay,2020-03-24,37,3,0,34
Paraguay,2020-03-25,41,3,0,38
Paraguay,2020-03-26,52,3,1,48
Paraguay,2020-03-27,56,3,1,52
Paraguay,2020-03-28,59,3,1,55
Paraguay,2020-03-29,64,3,1,60
Paraguay,2020-03-30,65,3,1,61
Paraguay,2020-03-31,69,3,1,65
Paraguay,2020-04-01,77,3,3,71
Paraguay,2020-04-02,92,3,6,83
Paraguay,2020-04-03,96,3,12,81
Paraguay,2020-04-04,104,3,12,89
Paraguay,2020-04-05,113,5,12,96
Paraguay,2020-04-06,115,5,15,95
Paraguay,2020-04-07,119,5,15,99
Paraguay,2020-04-08,124,5,18,101
Paraguay,2020-04-09,129,6,18,105
Paraguay,2020-04-10,133,6,18,109
Paraguay,2020-04-11,134,6,22,106
Paraguay,2020-04-12,147,6,22,119
Paraguay,2020-04-13,159,7,22,130
Paraguay,2020-04-14,161,8,23,130
Paraguay,2020-04-15,174,8,30,136
Paraguay,2020-04-16,199,8,30,161
Paraguay,2020-04-17,202,8,35,159
Paraguay,2020-04-18,206,8,41,157
Paraguay,2020-04-19,208,8,46,154
Paraguay,2020-04-20,208,8,53,147
Faroe Islands,2020-03-04,1,0,0,1
Faroe Islands,2020-03-05,1,0,0,1
Faroe Islands,2020-03-06,2,0,0,2
Faroe Islands,2020-03-07,2,0,0,2
Faroe Islands,2020-03-08,2,0,0,2
Faroe Islands,2020-03-09,2,0,0,2
Faroe Islands,2020-03-10,2,0,0,2
Faroe Islands,2020-03-11,2,0,0,2
Faroe Islands,2020-03-12,2,0,0,2
Faroe Islands,2020-03-13,3,0,0,3
Faroe Islands,2020-03-14,9,0,0,9
Faroe Islands,2020-03-15,11,0,0,11
Faroe Islands,2020-03-16,18,0,0,18
Faroe Islands,2020-03-17,47,0,0,47
Faroe Islands,2020-03-18,58,0,0,58
Faroe Islands,2020-03-19,72,0,1,71
Faroe Islands,2020-03-20,80,0,7,73
Faroe Islands,2020-03-21,92,0,13,79
Faroe Islands,2020-03-22,115,0,19,96
Faroe Islands,2020-03-23,118,0,25,93
Faroe Islands,2020-03-24,122,0,31,91
Faroe Islands,2020-03-25,132,0,37,95
Faroe Islands,2020-03-26,140,0,43,97
Faroe Islands,2020-03-27,144,0,49,95
Faroe Islands,2020-03-28,151,0,55,96
Faroe Islands,2020-03-29,155,0,61,94
Faroe Islands,2020-03-30,159,0,74,85
Faroe Islands,2020-03-31,164,0,78,86
Faroe Islands,2020-04-01,169,0,81,88
Faroe Islands,2020-04-02,173,0,86,87
Faroe Islands,2020-04-03,177,0,93,84
Faroe Islands,2020-04-04,181,0,99,82
Faroe Islands,2020-04-05,184,0,107,77
Faroe Islands,2020-04-06,184,0,120,64
Faroe Islands,2020-04-07,184,0,131,53
Faroe Islands,2020-04-08,184,0,136,48
Faroe Islands,2020-04-09,184,0,145,39
Faroe Islands,2020-04-10,184,0,145,39
Faroe Islands,2020-04-11,184,0,157,27
Faroe Islands,2020-04-12,184,0,157,27
Faroe Islands,2020-04-13,184,0,160,24
Faroe Islands,2020-04-14,184,0,163,21
Faroe Islands,2020-04-15,184,0,166,18
Faroe Islands,2020-04-16,184,0,169,15
Faroe Islands,2020-04-17,184,0,171,13
Faroe Islands,2020-04-18,184,0,173,11
Faroe Islands,2020-04-19,185,0,176,9
Martinique,2020-04-20,163,12,73,78
Republic of the Congo,2020-04-20,160,6,16,138
Guadeloupe,2020-04-18,148,8,73,67
Rwanda,2020-04-20,147,0,80,67
Brunei,2020-03-09,1,0,0,1
Brunei,2020-03-10,1,0,0,1
Brunei,2020-03-11,11,0,0,11
Brunei,2020-03-12,25,0,0,25
Brunei,2020-03-13,37,0,0,37
Brunei,2020-03-14,40,0,0,40
Brunei,2020-03-15,50,0,0,50
Brunei,2020-03-16,54,0,0,54
Brunei,2020-03-17,56,0,0,56
Brunei,2020-03-18,68,0,0,68
Brunei,2020-03-19,73,0,0,73
Brunei,2020-03-20,78,0,1,77
Brunei,2020-03-21,83,0,2,81
Brunei,2020-03-22,88,0,2,86
Brunei,2020-03-23,91,0,2,89
Brunei,2020-03-24,104,0,2,102
Brunei,2020-03-25,109,0,2,107
Brunei,2020-03-26,114,0,2,112
Brunei,2020-03-27,115,0,2,113
Brunei,2020-03-28,120,1,25,94
Brunei,2020-03-29,126,1,34,91
Brunei,2020-03-30,127,1,38,88
Brunei,2020-03-31,129,1,45,83
Brunei,2020-04-01,131,1,52,78
Brunei,2020-04-02,133,1,56,76
Brunei,2020-04-03,134,1,65,68
Brunei,2020-04-04,135,1,66,68
Brunei,2020-04-05,135,1,73,61
Brunei,2020-04-06,135,1,82,52
Brunei,2020-04-07,135,1,85,49
Brunei,2020-04-08,135,1,91,43
Brunei,2020-04-09,135,1,92,42
Brunei,2020-04-10,136,1,99,36
Brunei,2020-04-11,136,1,104,31
Brunei,2020-04-12,136,1,106,29
Brunei,2020-04-13,136,1,107,28
Brunei,2020-04-14,136,1,107,28
Brunei,2020-04-15,136,1,108,27
Brunei,2020-04-16,136,1,108,27
Brunei,2020-04-17,136,1,112,23
Brunei,2020-04-18,137,1,113,23
Brunei,2020-04-19,138,1,115,22
Guam,2020-03-15,3,0,0,3
Guam,2020-03-16,3,0,0,3
Guam,2020-03-17,5,0,0,5
Guam,2020-03-18,8,0,0,8
Guam,2020-03-19,12,0,0,12
Guam,2020-03-20,14,0,0,14
Guam,2020-03-21,15,0,0,15
Guam,2020-03-22,27,1,0,26
Guam,2020-03-23,29,1,0,28
Guam,2020-03-24,32,1,0,31
Guam,2020-03-25,37,1,0,36
Guam,2020-03-26,45,1,0,44
Guam,2020-03-27,51,1,0,50
Guam,2020-03-28,55,1,0,54
Guam,2020-03-29,56,1,0,55
Guam,2020-03-30,58,1,0,57
Guam,2020-03-31,69,2,0,67
Guam,2020-04-01,77,3,0,74
Guam,2020-04-02,82,3,0,79
Guam,2020-04-03,84,3,0,81
Guam,2020-04-04,93,4,20,69
Guam,2020-04-05,112,4,23,85
Guam,2020-04-06,113,4,23,86
